control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
Human Resources,AI Acceptable Use,HRS-15,"Establish, document, and communicate to all personnel the policies and procedures on the acceptable use of AI technologies within the organization.",AI-Specific,Owned by the Customer (AIC),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared across the supply chain,False,False,False,False,False,False,Team and expertise,Supply Chain,,AI Services supply chain,,,False,False,True,False,False,False,False,False,True,,"Sensitive data disclosure, Loss of governance/compliance",True,False,False,True,False,False
Identity & Access Management,Identity and Access Management Policy and Procedures,IAM-01,"Establish, document, approve, communicate, implement, apply, evaluate and maintain policies and procedures for identity and access management. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data storage, Team and expertise","Design, Supply Chain",Evaluation,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Strong Password Policy and Procedures,IAM-02,"Establish, document, approve, communicate, implement, apply, evaluate and maintain strong password policies and procedures. Review and update the policies and procedures at least annually.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data storage, Team and expertise","Design, Supply Chain","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,True,False,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Identity Inventory,IAM-03,"Manage, store, and regularly review the inventory of identities, and monitor their level of access.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data storage, Team and expertise","Design, Training, Guardrails, Supply Chain","Evaluation, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,True,False,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Separation of Duties,IAM-04,Employ the separation of duties principle when implementing information system access.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared across the supply chain,Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Team and expertise, Resource provisioning","Design, Supply Chain, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous improvement, Continuous monitoring","Archiving, Data deletion",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Least Privilege,IAM-05,Employ the least privilege principle when implementing information system access.,Cloud & AI Related,Shared across the supply chain,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise","Design, Supply Chain, Guardrails","Evaluation, Validation/Red Teaming, Re-evaluation","AI Services supply chain, Orchestration, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,User Access Provisioning,IAM-06,"Define and implement an identity access provisioning process which authorizes, records, and communicates access changes to data and assets.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise","Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,User Access Changes and Revocation,IAM-07,De-provision or modify identity access in a timely manner.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Team and expertise, Data storage, Resource provisioning, Data curation","Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,User Access Review,IAM-08,"Review and revalidate user access for least privilege and separation of duties with a frequency that is commensurated with organizational risk tolerance and at least annually, or upon significant changes.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise, Data curation","Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Segregation of Privileged Access Roles,IAM-09,"Define, implement and evaluate processes, procedures and technical measures for the segregation of privileged access roles.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data curation, Data storage, Resource provisioning, Team and expertise","Training, Guardrails, Supply Chain","Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Management of Privileged Access Roles,IAM-10,"Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the accumulation of segregated privileged access.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data storage, Resource provisioning","Design, Supply Chain",Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Customers' Approval for Agreed Privileged Access Roles,IAM-11,"Define, implement and evaluate processes and procedures for customers to participate, where applicable, in the granting of access for agreed, high risk (as defined by the organizational risk assessment) privileged access roles.",Cloud & AI Related,Shared Application Provider-AI Customer (Shared AP-AIC),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Data collection","Design, Supply Chain",Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Safeguard Logs Integrity,IAM-12,"Define, implement and evaluate processes, procedures and technical measures to ensure the logging infrastructure is read-only for all with write access, including privileged access roles, and that the ability to disable it is controlled through a procedure that ensures the segregation of duties and break glass procedures.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared across the supply chain,Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning, Team and expertise","Design, Supply Chain",Validation/Red Teaming,"AI Services supply chain, Orchestration, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Uniquely Identifiable Users,IAM-13,"Define, implement and evaluate processes, procedures and technical measures, that ensure identities’ activities are identifiable through uniquely associated IDs.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Resource provisioning","Design, Supply Chain",Validation/Red Teaming,AI Services supply chain,"Operations, Maintenance","Archiving, Data deletion, Model disposal",False,True,True,False,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Data poisoning, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Strong Authentication,IAM-14,"Define, implement and evaluate processes, procedures and technical measures for authenticating access to systems, application and data assets, including multifactor authentication for at least privileged user and sensitive data access. Adopt digital certificates or alternatives which achieve an equivalent level of security for system identities.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Resource provisioning","Design, Supply Chain, Guardrails",Validation/Red Teaming,"Orchestration, AI Services supply chain","Operations, Maintenance","Archiving, Data deletion, Model disposal",False,False,True,False,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Passwords and Secrets Management,IAM-15,"Define, implement and evaluate processes, procedures and technical measures for the secure management of passwords and other secrets.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Resource provisioning","Design, Guardrails, Supply Chain",Validation/Red Teaming,"AI Services supply chain, Orchestration","Maintenance, Operations",,False,False,True,False,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,False,False,False,True
Identity & Access Management,Authorization Mechanisms,IAM-16,"Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Resource provisioning, Team and expertise","Design, Supply Chain, Training, Guardrails","Validation/Red Teaming, Evaluation","AI Services supply chain, Orchestration, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Knowledge Access Control - Need to Know,IAM-17,"Define policy and procedure for ""need to know"" access to knowledge, information and data within the organization and in the context of the AI system to be applied when regulating access to resources.",Cloud & AI Related,Shared across the supply chain,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning","Design, Supply Chain","Validation/Red Teaming, Evaluation, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Identity & Access Management,Output Modification and Special Authorization,IAM-18,"When allowing model output modification of AI generated output, establish a role for this access and allow changes only by authorized identities.",AI-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,True,True,"Resource provisioning, Data collection","Supply Chain, Design","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",True,True,True,True,False,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,True,False,False
Identity & Access Management,Agent Access Restriction,IAM-19,"Restrict agents' access to the tools and plugins necessary for the activity or use case at hand, ensuring adherence to the principles of need-to-know and least privilege.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,,"Design, Guardrails",Validation/Red Teaming,"Orchestration, AI applications","Operations, Continuous monitoring",,True,False,True,False,True,True,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,False,False,False,True
Interoperability & Portability,Interoperability and Portability Policy and Procedures,IPY-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for interoperability and portability including requirements for: a. Communications between application interfaces b. Information processing interoperability c. Application development portability d. Information/Data exchange, usage, portability, integrity, and persistence Review and update the policies and procedures at least annually or upon significant changes.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data collection, Data curation, Data storage","Design, Training",Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous monitoring, Continuous improvement",,False,False,True,False,False,False,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure apps/plugins, Loss of governance/compliance",True,True,False,False,False,True
Interoperability & Portability,Application Interface Availability,IPY-02,Provide application interface(s) to AICs so that they programmatically retrieve their data to enable interoperability and portability.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,False,False,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Interoperability & Portability,Secure Interoperability and Portability Management,IPY-03,"Implement cryptographically secure and standardized network protocols for the management, import and export of data, according to industry standards.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,True,False,True,False,True,"Data collection, Data curation, Data storage",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,False,True,True,False,False,False,True,False,True,"Network, Storage, Data","Data poisoning, Sensitive data disclosure, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Interoperability & Portability,Data Portability Contractual Obligations,IPY-04,Agreements must include provisions specifying AICs access to data upon contract termination and will include: a. Data format b. Length of time the data will be stored c. Scope of the data retained and made available to the AICs d. Data deletion policy,Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Cloud Service Provider (CSP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),False,True,False,True,False,True,Data storage,,,,,Data deletion,False,False,False,False,False,False,True,False,True,"Network, Storage, Data","Insecure apps/plugins, Loss of governance/compliance",False,False,True,False,True,False
Infrastructure Security,Infrastructure and Virtualization Security Policy and Procedures,I&S-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for infrastructure and virtualization security. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,False,False,"Data storage, Resource provisioning",Training,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,True,True,False,True,True,"Phys, Network, Compute, Storage","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Infrastructure Security,Capacity and Resource Planning,I&S-02,"Plan and monitor the availability, quality, and adequate capacity of resources in order to deliver the required system performance as determined by the business.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,False,False,"Data storage, Resource provisioning",Training,"Re-evaluation, Evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Continuous monitoring, Continuous improvement",,False,False,False,False,True,False,False,True,True,"Phys, Network, Compute, Storage","Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,False,False,False,True
Infrastructure Security,Network Security,I&S-03,"Monitor, encrypt and restrict communications between environments to only authenticated and authorized connections, as justified by the business. Review these configurations at least annually, and support them by a documented justification of all allowed services, protocols, ports, and compensating controls.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,True,False,False,True,False,"Data storage, Resource provisioning",Guardrails,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring",,False,False,True,False,True,True,False,True,True,"Network, App","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance",True,True,False,False,False,True
Infrastructure Security,OS Hardening and Base Controls,I&S-04,"Harden host and guest OS, hypervisor or infrastructure control plane, according to their respective best practices, and supported by technical controls, as part of a security baseline.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,False,True,True,True,False,"Data storage, Resource provisioning",Training,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,False,False,True,False,True,True,False,True,True,"Compute, Storage, App","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Infrastructure Security,Production and Non-Production Environments,I&S-05,Separate production and non-production environments.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning","Training, Design, Guardrails","Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,False,False,True,False,True,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,True,False,False,True
Infrastructure Security,Segmentation and Segregation,I&S-06,"Design, develop, deploy and configure applications and infrastructures such that tenant access is appropriately segmented and segregated, monitored and restricted.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,True,True,True,True,True,"Data storage, Resource provisioning","Design, Guardrails","Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",,False,False,True,False,True,False,False,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,False,False,False,True
Infrastructure Security,Migration to Hosted Environments,I&S-07,"Use secure and encrypted communication channels when migrating servers, services, applications, or data to hosted environments. Such channels must include only up-to-date and approved protocols.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data storage, Resource provisioning",Design,,"Orchestration, AI applications",Operations,,False,False,True,False,False,False,False,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,False,False,False,True
Infrastructure Security,Network Architecture Documentation,I&S-08,Identify and document high-risk environments.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,False,True,True,"Resource provisioning, Data storage",,,"Orchestration, AI applications, AI Services supply chain","Operations, Continuous monitoring, Maintenance",,False,False,True,False,True,False,False,False,True,"Network, Compute, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Loss of governance/compliance",True,True,False,False,False,True
Infrastructure Security,Network Defense,I&S-09,"Define, implement and evaluate processes, procedures and defense-in-depth techniques for protection, detection, and timely response to network-based attacks.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,True,True,False,True,True,"Data storage, Resource provisioning",Training,Validation/Red Teaming,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement",Data deletion,False,False,True,False,True,False,False,True,True,"Network, Compute, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Logging and Monitoring Policy and Procedures,LOG-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for logging and monitoring. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage, Resource provisioning, Team and expertise",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion",False,False,True,False,True,False,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Audit Logs Protection,LOG-02,"Define, implement and evaluate processes, procedures and technical measures to ensure the security and retention of audit logs.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Data storage,Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",False,False,True,False,True,False,True,True,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Logging and Monitoring,Security Monitoring and Alerting,LOG-03,"Identify and monitor security-related events within applications, the underlying infrastructure, supply chain, and consider logging other events based on risk evaluation. Define and implement a system to generate alerts to responsible stakeholders based on such events and corresponding metrics.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data storage, Resource provisioning",Guardrails,"Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion",True,False,True,False,True,False,True,True,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
